Entry,sequential,sequential-dev,2-avg,2-dev,4-avg,4-dev,8-avg,8-dev,16-avg,16-dev
80000,11.634000,0.016553,36.080500,0.336325,19.838000,0.189884,10.510500,0.061602,8.924000,0.047371
